rule,book,date,baseline_pnl,vix_prior,next_ret
loss<-1000_stand3d,fly,2022-07-14,565.0,26.82,1.92
loss<-1000_stand3d,fly,2022-07-15,455.0,26.4,-0.84
loss<-1000_stand3d,fly,2022-07-22,27.0,23.11,0.13
loss<-1000_stand3d,fly,2022-07-25,-756.0,23.03,-1.15
loss<-1000_stand3d,fly,2022-07-26,1065.0,23.36,2.62
loss<-1000_stand3d,fly,2022-07-29,-263.0,22.33,-0.28
loss<-1000_stand3d,fly,2022-08-01,-1496.0,21.33,-0.67
loss<-1000_stand3d,fly,2022-08-02,77.0,22.84,1.56
loss<-1000_stand3d,fly,2022-08-12,440.0,20.2,0.4
loss<-1000_stand3d,fly,2022-08-15,-1291.0,19.53,0.19
loss<-1000_stand3d,fly,2022-08-16,-706.0,19.95,-0.72
loss<-1000_stand3d,fly,2022-08-24,-8.0,24.11,1.41
loss<-1000_stand3d,fly,2022-08-25,67.0,22.82,-3.37
loss<-1000_stand3d,fly,2022-08-26,-553.0,21.78,-0.67
loss<-1000_stand3d,fly,2022-09-02,-1786.0,25.56,-0.41
loss<-1000_stand3d,fly,2022-09-06,-736.0,25.47,1.83
loss<-1000_stand3d,fly,2022-09-07,-113.0,26.91,0.66
loss<-1000_stand3d,fly,2022-09-15,-103.0,26.16,-0.72
loss<-1000_stand3d,fly,2022-09-16,-668.0,26.27,0.69
loss<-1000_stand3d,fly,2022-09-19,2.0,26.3,-1.13
loss<-1000_stand3d,fly,2022-09-28,1060.0,32.6,-2.11
loss<-1000_stand3d,fly,2022-09-29,-533.0,30.18,-1.51
loss<-1000_stand3d,fly,2022-09-30,-1276.0,31.84,2.59
loss<-1000_stand3d,fly,2022-10-14,-513.0,31.94,2.65
loss<-1000_stand3d,fly,2022-10-17,-918.0,32.02,1.14
loss<-1000_stand3d,fly,2022-10-18,365.0,31.37,-0.67
loss<-1000_stand3d,fly,2022-10-21,-693.0,29.98,1.19
loss<-1000_stand3d,fly,2022-10-24,-63.0,29.69,1.63
loss<-1000_stand3d,fly,2022-10-25,1320.0,29.85,-0.74
loss<-1000_stand3d,fly,2022-10-27,-1306.0,27.28,2.46
loss<-1000_stand3d,fly,2022-10-28,750.0,27.39,-0.75
loss<-1000_stand3d,fly,2022-10-31,377.0,25.75,-0.41
loss<-1000_stand3d,fly,2022-11-07,497.0,24.55,0.56
loss<-1000_stand3d,fly,2022-11-08,-2046.0,24.35,-2.08
loss<-1000_stand3d,fly,2022-11-09,-343.0,25.54,5.54
loss<-1000_stand3d,fly,2022-11-15,540.0,23.73,-0.83
loss<-1000_stand3d,fly,2022-11-16,147.0,24.54,-0.31
loss<-1000_stand3d,fly,2022-11-17,-233.0,24.11,0.48
loss<-1000_stand3d,fly,2022-11-30,-1066.0,21.89,-0.09
loss<-1000_stand3d,fly,2022-12-01,-923.0,20.58,-0.12
loss<-1000_stand3d,fly,2022-12-02,395.0,19.84,-1.79
loss<-1000_stand3d,fly,2022-12-08,77.0,22.68,-0.73
loss<-1000_stand3d,fly,2022-12-09,-656.0,22.29,1.43
loss<-1000_stand3d,fly,2022-12-12,332.0,22.83,0.73
loss<-1000_stand3d,fly,2022-12-21,650.0,21.48,-1.45
loss<-1000_stand3d,fly,2022-12-22,111.0,20.07,0.59
loss<-1000_stand3d,fly,2022-12-23,-423.0,21.97,-0.4
loss<-1000_stand3d,fly,2023-01-11,-103.0,20.58,0.34
loss<-1000_stand3d,fly,2023-01-12,-143.0,21.09,0.4
loss<-1000_stand3d,fly,2023-01-13,-163.0,18.83,-0.2
loss<-1000_stand3d,fly,2023-01-18,-98.0,19.36,-0.76
loss<-1000_stand3d,fly,2023-01-19,-138.0,20.34,1.89
loss<-1000_stand3d,fly,2023-01-20,1180.0,20.52,1.19
loss<-1000_stand3d,fly,2023-02-02,505.0,17.87,-1.04
loss<-1000_stand3d,fly,2023-02-03,-118.0,18.73,-0.61
loss<-1000_stand3d,fly,2023-02-06,-493.0,18.33,1.29
loss<-1000_stand3d,fly,2023-02-10,-283.0,20.71,1.14
loss<-1000_stand3d,fly,2023-02-13,1190.0,20.53,-0.03
loss<-1000_stand3d,fly,2023-02-14,-2116.0,20.34,0.28
loss<-1000_stand3d,fly,2023-02-23,-138.0,22.29,-1.05
loss<-1000_stand3d,fly,2023-02-24,-533.0,21.14,0.31
loss<-1000_stand3d,fly,2023-02-27,-553.0,21.67,-0.3
loss<-1000_stand3d,fly,2023-03-13,-2306.0,24.8,1.65
loss<-1000_stand3d,fly,2023-03-14,-333.0,26.52,-0.7
loss<-1000_stand3d,fly,2023-03-15,-308.0,23.73,1.76
loss<-1000_stand3d,fly,2023-03-17,1200.0,22.99,0.89
loss<-1000_stand3d,fly,2023-03-20,327.0,25.51,1.3
loss<-1000_stand3d,fly,2023-03-21,-188.0,24.15,-1.65
loss<-1000_stand3d,fly,2023-03-24,-826.0,22.61,0.16
loss<-1000_stand3d,fly,2023-03-27,1160.0,21.74,-0.16
loss<-1000_stand3d,fly,2023-03-28,37.0,20.6,1.42
loss<-1000_stand3d,fly,2023-04-13,405.0,19.09,-0.21
loss<-1000_stand3d,fly,2023-04-14,-828.0,17.8,0.33
loss<-1000_stand3d,fly,2023-04-17,-741.0,17.07,0.09
loss<-1000_stand3d,fly,2023-04-19,87.0,16.83,-0.6
loss<-1000_stand3d,fly,2023-04-20,-188.0,16.46,0.09
loss<-1000_stand3d,fly,2023-04-21,-861.0,17.17,0.09
loss<-1000_stand3d,fly,2023-04-27,-273.0,18.84,0.83
loss<-1000_stand3d,fly,2023-04-28,-73.0,17.03,-0.04
loss<-1000_stand3d,fly,2023-05-01,74.0,15.78,-1.16
loss<-1000_stand3d,fly,2023-05-22,-188.0,16.81,-1.12
loss<-1000_stand3d,fly,2023-05-23,62.0,17.21,-0.73
loss<-1000_stand3d,fly,2023-05-24,202.0,18.53,0.88
loss<-1000_stand3d,fly,2023-08-07,260.0,17.1,-0.42
loss<-1000_stand3d,fly,2023-08-08,-523.0,15.77,-0.7
loss<-1000_stand3d,fly,2023-08-09,1095.0,15.99,0.03
loss<-1000_stand3d,fly,2023-08-14,297.0,14.84,-1.16
loss<-1000_stand3d,fly,2023-08-15,2.0,14.82,-0.76
loss<-1000_stand3d,fly,2023-08-16,-636.0,16.46,-0.77
loss<-1000_stand3d,fly,2023-08-28,-438.0,15.68,1.45
loss<-1000_stand3d,fly,2023-08-29,700.0,15.08,0.38
loss<-1000_stand3d,fly,2023-08-30,-353.0,14.45,-0.16
loss<-1000_stand3d,fly,2023-09-14,-488.0,13.48,-1.22
loss<-1000_stand3d,fly,2023-09-15,465.0,12.82,0.07
loss<-1000_stand3d,fly,2023-09-18,307.0,13.79,-0.22
loss<-1000_stand3d,fly,2023-09-29,-18.0,17.34,0.01
loss<-1000_stand3d,fly,2023-10-02,-966.0,17.52,-1.37
loss<-1000_stand3d,fly,2023-10-03,780.0,17.61,0.81
loss<-1000_stand3d,fly,2023-10-20,1370.0,21.4,-0.17
loss<-1000_stand3d,fly,2023-10-23,-173.0,21.71,0.73
loss<-1000_stand3d,fly,2023-10-24,-548.0,20.37,-1.43
loss<-1000_stand3d,fly,2023-12-06,-416.0,12.85,0.8
loss<-1000_stand3d,fly,2023-12-07,10.0,12.97,0.41
loss<-1000_stand3d,fly,2023-12-08,-1461.0,13.06,0.39
loss<-1000_stand3d,fly,2024-03-15,-1268.0,14.4,0.63
loss<-1000_stand3d,fly,2024-03-18,-263.0,14.41,0.56
loss<-1000_stand3d,fly,2024-03-19,-946.0,14.33,0.89
loss<-1000_stand3d,fly,2024-04-02,-943.0,13.65,0.11
loss<-1000_stand3d,fly,2024-04-03,-471.0,14.61,-1.23
loss<-1000_stand3d,fly,2024-04-04,-1386.0,14.33,1.11
loss<-1000_stand3d,fly,2024-04-10,-553.0,14.98,0.74
loss<-1000_stand3d,fly,2024-04-11,-546.0,15.8,-1.46
loss<-1000_stand3d,fly,2024-04-12,1105.0,14.91,-1.2
loss<-1000_stand3d,fly,2024-04-19,327.0,18.0,0.87
loss<-1000_stand3d,fly,2024-04-22,147.0,18.71,1.2
loss<-1000_stand3d,fly,2024-04-23,810.0,16.94,0.02
loss<-1000_stand3d,fly,2024-05-02,52.0,15.39,1.26
loss<-1000_stand3d,fly,2024-05-03,-118.0,14.68,1.03
loss<-1000_stand3d,fly,2024-05-06,400.0,13.49,0.13
loss<-1000_stand3d,fly,2024-06-03,-1566.0,12.92,0.15
loss<-1000_stand3d,fly,2024-06-04,-1631.0,13.11,1.18
loss<-1000_stand3d,fly,2024-06-05,-158.0,13.16,-0.02
loss<-1000_stand3d,fly,2024-06-10,27.0,12.22,0.27
loss<-1000_stand3d,fly,2024-06-11,-193.0,12.74,0.85
loss<-1000_stand3d,fly,2024-06-12,-203.0,12.85,0.23
loss<-1000_stand3d,fly,2024-07-01,-786.0,12.44,0.62
loss<-1000_stand3d,fly,2024-07-02,-306.0,12.22,0.51
loss<-1000_stand3d,fly,2024-07-03,750.0,12.03,0.54
loss<-1000_stand3d,fly,2024-08-08,7.0,27.85,0.47
loss<-1000_stand3d,fly,2024-08-09,-466.0,23.79,0.0
loss<-1000_stand3d,fly,2024-08-12,87.0,20.37,1.68
loss<-1000_stand3d,fly,2024-09-03,545.0,15.0,-0.16
loss<-1000_stand3d,fly,2024-09-04,-646.0,20.72,-0.3
loss<-1000_stand3d,fly,2024-09-05,397.0,21.32,-1.73
loss<-1000_stand3d,fly,2024-09-12,-453.0,17.69,0.54
loss<-1000_stand3d,fly,2024-09-13,860.0,17.07,0.13
loss<-1000_stand3d,fly,2024-09-16,-591.0,16.56,0.03
loss<-1000_stand3d,fly,2024-09-18,-236.0,17.61,1.7
loss<-1000_stand3d,fly,2024-09-19,240.0,18.23,-0.19
loss<-1000_stand3d,fly,2024-09-20,557.0,16.33,0.28
loss<-1000_stand3d,fly,2024-10-30,-871.0,19.34,-1.86
loss<-1000_stand3d,fly,2024-10-31,605.0,20.35,0.41
loss<-1000_stand3d,fly,2024-11-01,-793.0,23.16,-0.28
loss<-1000_stand3d,fly,2024-12-19,-645.0,27.62,1.09
loss<-1000_stand3d,fly,2024-12-20,-303.0,24.09,0.73
loss<-1000_stand3d,fly,2024-12-23,-286.0,18.36,1.1
loss<-1000_stand3d,fly,2025-01-13,-1640.0,19.54,0.11
loss<-1000_stand3d,fly,2025-01-14,-1396.0,19.19,1.83
loss<-1000_stand3d,fly,2025-01-15,67.0,18.71,-0.21
loss<-1000_stand3d,fly,2025-01-31,-1251.0,15.84,-0.76
loss<-1000_stand3d,fly,2025-02-03,-1713.0,16.43,0.72
loss<-1000_stand3d,fly,2025-02-04,1040.0,18.62,0.39
loss<-1000_stand3d,fly,2025-02-27,-1936.0,19.1,1.59
loss<-1000_stand3d,fly,2025-02-28,-476.0,21.13,-1.76
loss<-1000_stand3d,fly,2025-03-03,-1196.0,19.63,-1.22
loss<-1000_stand3d,fly,2025-03-05,-806.0,23.51,-1.78
loss<-1000_stand3d,fly,2025-03-06,-858.0,21.93,0.55
loss<-1000_stand3d,fly,2025-03-07,-1186.0,24.87,-2.7
loss<-1000_stand3d,fly,2025-03-13,327.0,24.23,2.13
loss<-1000_stand3d,fly,2025-03-14,-293.0,24.66,0.64
loss<-1000_stand3d,fly,2025-03-17,-273.0,21.77,-1.07
loss<-1000_stand3d,fly,2025-03-21,-269.0,19.8,1.76
loss<-1000_stand3d,fly,2025-03-24,-223.0,19.28,0.16
loss<-1000_stand3d,fly,2025-03-25,-71.0,17.48,-1.12
loss<-1000_stand3d,fly,2025-03-28,1150.0,18.69,0.55
loss<-1000_stand3d,fly,2025-03-31,-1396.0,21.65,0.38
loss<-1000_stand3d,fly,2025-04-01,-1326.0,22.28,0.67
loss<-1000_stand3d,fly,2025-04-08,-2336.0,46.98,9.52
loss<-1000_stand3d,fly,2025-04-09,-2286.0,52.33,-3.46
loss<-1000_stand3d,fly,2025-04-10,-443.0,33.62,1.81
loss<-1000_stand3d,fly,2025-04-14,1180.0,37.56,-0.17
loss<-1000_stand3d,fly,2025-04-15,-1026.0,30.89,-2.24
loss<-1000_stand3d,fly,2025-04-16,-623.0,30.12,0.13
loss<-1000_stand3d,fly,2025-04-28,477.0,24.84,0.58
loss<-1000_stand3d,fly,2025-04-29,-876.0,25.15,0.15
loss<-1000_stand3d,fly,2025-04-30,-376.0,24.17,0.63
loss<-1000_stand3d,fly,2025-05-08,-333.0,23.55,-0.07
loss<-1000_stand3d,fly,2025-05-09,-193.0,22.48,3.26
loss<-1000_stand3d,fly,2025-05-12,-566.0,21.9,0.72
loss<-1000_stand3d,fly,2025-05-16,487.0,17.83,0.09
loss<-1000_stand3d,fly,2025-05-19,-433.0,17.24,-0.39
loss<-1000_stand3d,fly,2025-05-20,-98.0,18.14,-1.61
loss<-1000_stand3d,fly,2025-06-06,-663.0,18.48,0.09
loss<-1000_stand3d,fly,2025-06-09,1335.0,16.77,0.55
loss<-1000_stand3d,fly,2025-06-10,232.0,17.16,-0.27
loss<-1000_stand3d,fly,2025-06-24,-161.0,19.83,-0.0
loss<-1000_stand3d,fly,2025-06-25,152.0,17.48,0.8
loss<-1000_stand3d,fly,2025-06-26,-273.0,16.76,0.52
loss<-1000_stand3d,fly,2025-07-17,-138.0,17.16,-0.01
loss<-1000_stand3d,fly,2025-07-18,-18.0,16.52,0.14
loss<-1000_stand3d,fly,2025-07-21,-253.0,16.41,0.06
loss<-1000_stand3d,fly,2025-07-31,37.0,15.48,-1.6
loss<-1000_stand3d,fly,2025-08-01,-448.0,16.72,1.47
loss<-1000_stand3d,fly,2025-08-04,-188.0,20.38,-0.49
loss<-1000_stand3d,fly,2025-08-15,842.0,14.83,-0.01
loss<-1000_stand3d,fly,2025-08-18,1445.0,15.09,-0.59
loss<-1000_stand3d,fly,2025-08-19,347.0,14.99,-0.24
loss<-1000_stand3d,fly,2025-09-10,-338.0,15.04,0.85
loss<-1000_stand3d,fly,2025-09-11,855.0,15.35,-0.05
loss<-1000_stand3d,fly,2025-09-12,321.0,14.71,0.47
loss<-1000_stand3d,fly,2025-10-13,-393.0,21.66,-0.16
loss<-1000_stand3d,fly,2025-10-14,-748.0,19.03,0.4
loss<-1000_stand3d,fly,2025-10-15,-1576.0,20.81,-0.63
loss<-1000_stand3d,fly,2025-11-10,-383.0,19.08,0.21
loss<-1000_stand3d,fly,2025-11-11,-551.0,17.6,0.06
loss<-1000_stand3d,fly,2025-11-12,97.0,17.28,-1.66
loss<-1000_stand3d,fly,2025-11-14,-438.0,20.0,-0.92
loss<-1000_stand3d,fly,2025-11-17,-626.0,19.83,-0.83
loss<-1000_stand3d,fly,2025-11-18,1340.0,22.38,0.38
loss<-1000_stand3d,fly,2025-12-03,-856.0,16.59,0.11
loss<-1000_stand3d,fly,2025-12-04,-866.0,16.08,0.19
loss<-1000_stand3d,fly,2025-12-05,-13.0,15.78,-0.35
loss<-1000_stand3d,fly,2025-12-16,1230.0,16.5,-1.16
loss<-1000_stand3d,fly,2025-12-17,1630.0,16.48,0.79
loss<-1000_stand3d,fly,2025-12-18,-858.0,17.62,0.88
loss<-1000_stand3d,fly,2026-01-20,-993.0,15.86,1.16
loss<-1000_stand3d,fly,2026-01-21,387.0,20.09,0.55
loss<-1000_stand3d,fly,2026-01-22,635.0,16.9,0.03
loss<-1000_stand3d,fly,2026-02-05,57.0,18.64,1.97
loss<-1000_stand3d,fly,2026-02-06,430.0,21.77,0.47
loss<-1000_stand3d,fly,2026-02-09,287.0,17.76,-0.33
loss<-1000_stand3d,fly,2026-02-13,-1511.0,20.82,0.1
loss<-1000_stand3d,fly,2026-02-17,-1806.0,20.6,0.56
loss<-1000_stand3d,fly,2026-02-18,427.0,20.29,-0.28
loss<-1000_stand3d,fly,2026-02-23,1790.0,19.09,0.77
loss<-1000_stand3d,fly,2026-02-24,1100.0,21.01,0.81
loss<-1000_stand3d,fly,2026-02-25,-123.0,19.55,-0.54
loss<-1000_stand3d,fly,2026-03-03,-1408.0,21.44,0.78
loss<-1000_stand3d,fly,2026-03-04,1360.0,23.57,-0.56
loss<-1000_stand3d,fly,2026-03-05,940.0,21.15,-1.33
loss<-1000_stand3d,fly,2026-03-10,-1426.0,25.5,-0.08
loss<-1000_stand3d,fly,2026-03-11,257.0,24.93,-1.52
loss<-1000_stand3d,fly,2026-03-12,930.0,24.23,-0.61
loss<-1000_stand3d,fly,2026-03-31,-958.0,30.61,0.72
loss<-1000_stand3d,fly,2026-04-01,-313.0,25.25,0.11
loss<-1000_stand3d,fly,2026-04-02,-284.0,24.54,0.44
loss<-1000_stand3d,fly,2026-04-10,-776.0,19.49,1.02
loss<-1000_stand3d,fly,2026-04-13,-258.0,19.23,1.18
loss<-1000_stand3d,fly,2026-04-14,110.0,19.12,0.8
loss<-1000_stand3d,fly,2026-04-24,1120.0,19.31,0.12
loss<-1000_stand3d,fly,2026-04-27,-601.0,18.71,-0.49
loss<-1000_stand3d,fly,2026-04-28,802.0,18.02,-0.04
loss<-1000_stand3d,fly,2026-05-05,490.0,18.29,1.46
loss<-1000_stand3d,fly,2026-05-06,345.0,17.38,-0.38
loss<-1000_stand3d,fly,2026-05-07,-861.0,17.39,0.84
loss<-1000_stand3d,fly,2026-05-19,-158.0,17.82,1.08
loss<-1000_stand3d,fly,2026-05-20,930.0,18.06,0.17
loss<-1000_stand3d,fly,2026-05-21,-1696.0,17.44,0.37
loss<-1000_stand3d,fly,2026-05-29,970.0,15.74,0.26
loss<-1000_stand3d,fly,2026-06-01,-551.0,15.32,0.13
loss<-1000_stand3d,fly,2026-06-02,17.0,16.05,-0.74
loss<-1000_stand3d,fly,2026-06-10,1490.0,19.87,1.75
loss<-1000_stand3d,fly,2026-06-11,-373.0,22.22,0.5
loss<-1000_stand3d,fly,2026-06-12,127.0,19.44,1.65
loss<-1000_stand3d,fly,2026-06-25,-1016.0,18.63,-0.05
loss<-1000_stand3d,fly,2026-06-26,-1316.0,18.89,1.18
loss<-1000_stand3d,fly,2026-06-29,-1033.0,18.41,0.79
loss<-1000_stand3d,fly,2026-07-21,755.0,18.65,-0.14
loss<-1000_stand3d,fly,2026-07-22,-791.0,17.05,-1.21
loss<-1000_stand3d,fly,2026-07-23,1045.0,16.64,0.05
loss<-1000_stand3d,fly,2026-08-03,230.0,15.99,1.79
loss<-1000_stand3d,fly,2026-08-04,380.0,15.86,-0.17
loss<-1000_stand3d,fly,2026-08-05,-1266.0,16.5,-0.18
loss<-1000_stand3d,fly,2026-08-31,-338.0,14.43,-0.71
loss<-1000_stand3d,fly,2026-09-01,-498.0,14.92,0.46
loss<-1000_stand3d,fly,2026-09-02,525.0,16.34,1.06
loss<-1500_stand1d,fly,2022-06-08,-93.0,24.02,-2.38
loss<-1500_stand1d,fly,2022-07-05,-474.0,26.7,0.36
loss<-1500_stand1d,fly,2022-07-29,-263.0,22.33,-0.28
loss<-1500_stand1d,fly,2022-09-06,-736.0,25.47,1.83
loss<-1500_stand1d,fly,2022-09-28,1060.0,32.6,-2.11
loss<-1500_stand1d,fly,2022-10-14,-513.0,31.94,2.65
loss<-1500_stand1d,fly,2022-11-09,-343.0,25.54,5.54
loss<-1500_stand1d,fly,2023-02-15,-626.0,18.91,-1.38
loss<-1500_stand1d,fly,2023-03-14,-333.0,26.52,-0.7
loss<-1500_stand1d,fly,2023-03-17,1200.0,22.99,0.89
loss<-1500_stand1d,fly,2023-08-07,260.0,17.1,-0.42
loss<-1500_stand1d,fly,2024-04-10,-553.0,14.98,0.74
loss<-1500_stand1d,fly,2024-06-03,-1566.0,12.92,0.15
loss<-1500_stand1d,fly,2024-06-05,-158.0,13.16,-0.02
loss<-1500_stand1d,fly,2024-07-01,-786.0,12.44,0.62
loss<-1500_stand1d,fly,2024-09-03,545.0,15.0,-0.16
loss<-1500_stand1d,fly,2025-01-14,-1396.0,19.19,1.83
loss<-1500_stand1d,fly,2025-02-04,1040.0,18.62,0.39
loss<-1500_stand1d,fly,2025-02-28,-476.0,21.13,-1.76
loss<-1500_stand1d,fly,2025-03-13,327.0,24.23,2.13
loss<-1500_stand1d,fly,2025-04-08,-2336.0,46.98,9.52
loss<-1500_stand1d,fly,2025-04-10,-443.0,33.62,1.81
loss<-1500_stand1d,fly,2025-06-06,-663.0,18.48,0.09
loss<-1500_stand1d,fly,2025-10-16,-686.0,20.64,0.53
loss<-1500_stand1d,fly,2026-02-13,-1511.0,20.82,0.1
loss<-1500_stand1d,fly,2026-02-18,427.0,20.29,-0.28
loss<-1500_stand1d,fly,2026-02-23,1790.0,19.09,0.77
loss<-1500_stand1d,fly,2026-03-10,-1426.0,25.5,-0.08
loss<-1500_stand1d,fly,2026-05-22,-273.0,16.76,0.61
loss<-1500_stand1d,fly,2026-08-03,230.0,15.99,1.79
loss<-1500_stand2d,fly,2022-06-08,-93.0,24.02,-2.38
loss<-1500_stand2d,fly,2022-06-09,1290.0,23.96,-2.91
loss<-1500_stand2d,fly,2022-07-05,-474.0,26.7,0.36
loss<-1500_stand2d,fly,2022-07-06,-446.0,27.54,1.5
loss<-1500_stand2d,fly,2022-07-29,-263.0,22.33,-0.28
loss<-1500_stand2d,fly,2022-08-01,-1496.0,21.33,-0.67
loss<-1500_stand2d,fly,2022-09-06,-736.0,25.47,1.83
loss<-1500_stand2d,fly,2022-09-07,-113.0,26.91,0.66
loss<-1500_stand2d,fly,2022-09-28,1060.0,32.6,-2.11
loss<-1500_stand2d,fly,2022-09-29,-533.0,30.18,-1.51
loss<-1500_stand2d,fly,2022-10-14,-513.0,31.94,2.65
loss<-1500_stand2d,fly,2022-10-17,-918.0,32.02,1.14
loss<-1500_stand2d,fly,2022-11-09,-343.0,25.54,5.54
loss<-1500_stand2d,fly,2022-11-10,-788.0,26.09,0.92
loss<-1500_stand2d,fly,2023-02-15,-626.0,18.91,-1.38
loss<-1500_stand2d,fly,2023-02-16,-9.0,18.23,-0.28
loss<-1500_stand2d,fly,2023-03-14,-333.0,26.52,-0.7
loss<-1500_stand2d,fly,2023-03-15,-308.0,23.73,1.76
loss<-1500_stand2d,fly,2023-03-17,1200.0,22.99,0.89
loss<-1500_stand2d,fly,2023-03-20,327.0,25.51,1.3
loss<-1500_stand2d,fly,2023-08-07,260.0,17.1,-0.42
loss<-1500_stand2d,fly,2023-08-08,-523.0,15.77,-0.7
loss<-1500_stand2d,fly,2024-04-10,-553.0,14.98,0.74
loss<-1500_stand2d,fly,2024-04-11,-546.0,15.8,-1.46
loss<-1500_stand2d,fly,2024-06-03,-1566.0,12.92,0.15
loss<-1500_stand2d,fly,2024-06-04,-1631.0,13.11,1.18
loss<-1500_stand2d,fly,2024-07-01,-786.0,12.44,0.62
loss<-1500_stand2d,fly,2024-07-02,-306.0,12.22,0.51
loss<-1500_stand2d,fly,2024-09-03,545.0,15.0,-0.16
loss<-1500_stand2d,fly,2024-09-04,-646.0,20.72,-0.3
loss<-1500_stand2d,fly,2025-01-14,-1396.0,19.19,1.83
loss<-1500_stand2d,fly,2025-01-15,67.0,18.71,-0.21
loss<-1500_stand2d,fly,2025-02-04,1040.0,18.62,0.39
loss<-1500_stand2d,fly,2025-02-05,2.0,17.21,0.36
loss<-1500_stand2d,fly,2025-02-28,-476.0,21.13,-1.76
loss<-1500_stand2d,fly,2025-03-03,-1196.0,19.63,-1.22
loss<-1500_stand2d,fly,2025-03-13,327.0,24.23,2.13
loss<-1500_stand2d,fly,2025-03-14,-293.0,24.66,0.64
loss<-1500_stand2d,fly,2025-04-08,-2336.0,46.98,9.52
loss<-1500_stand2d,fly,2025-04-09,-2286.0,52.33,-3.46
loss<-1500_stand2d,fly,2025-06-06,-663.0,18.48,0.09
loss<-1500_stand2d,fly,2025-06-09,1335.0,16.77,0.55
loss<-1500_stand2d,fly,2025-10-16,-686.0,20.64,0.53
loss<-1500_stand2d,fly,2025-10-17,-786.0,25.31,1.07
loss<-1500_stand2d,fly,2026-02-13,-1511.0,20.82,0.1
loss<-1500_stand2d,fly,2026-02-17,-1806.0,20.6,0.56
loss<-1500_stand2d,fly,2026-02-23,1790.0,19.09,0.77
loss<-1500_stand2d,fly,2026-02-24,1100.0,21.01,0.81
loss<-1500_stand2d,fly,2026-03-10,-1426.0,25.5,-0.08
loss<-1500_stand2d,fly,2026-03-11,257.0,24.93,-1.52
loss<-1500_stand2d,fly,2026-05-22,-273.0,16.76,0.61
loss<-1500_stand2d,fly,2026-05-26,-323.0,16.7,0.02
loss<-1500_stand2d,fly,2026-08-03,230.0,15.99,1.79
loss<-1500_stand2d,fly,2026-08-04,380.0,15.86,-0.17
loss<-1500_stand3d,fly,2022-06-08,-93.0,24.02,-2.38
loss<-1500_stand3d,fly,2022-06-09,1290.0,23.96,-2.91
loss<-1500_stand3d,fly,2022-06-10,-723.0,26.09,-3.88
loss<-1500_stand3d,fly,2022-07-05,-474.0,26.7,0.36
loss<-1500_stand3d,fly,2022-07-06,-446.0,27.54,1.5
loss<-1500_stand3d,fly,2022-07-07,690.0,26.73,-0.08
loss<-1500_stand3d,fly,2022-07-29,-263.0,22.33,-0.28
loss<-1500_stand3d,fly,2022-08-01,-1496.0,21.33,-0.67
loss<-1500_stand3d,fly,2022-08-02,77.0,22.84,1.56
loss<-1500_stand3d,fly,2022-09-06,-736.0,25.47,1.83
loss<-1500_stand3d,fly,2022-09-07,-113.0,26.91,0.66
loss<-1500_stand3d,fly,2022-09-08,-703.0,24.64,1.53
loss<-1500_stand3d,fly,2022-09-28,1060.0,32.6,-2.11
loss<-1500_stand3d,fly,2022-09-29,-533.0,30.18,-1.51
loss<-1500_stand3d,fly,2022-09-30,-1276.0,31.84,2.59
loss<-1500_stand3d,fly,2022-10-14,-513.0,31.94,2.65
loss<-1500_stand3d,fly,2022-10-17,-918.0,32.02,1.14
loss<-1500_stand3d,fly,2022-10-18,365.0,31.37,-0.67
loss<-1500_stand3d,fly,2022-11-09,-343.0,25.54,5.54
loss<-1500_stand3d,fly,2022-11-10,-788.0,26.09,0.92
loss<-1500_stand3d,fly,2022-11-11,157.0,23.53,-0.89
loss<-1500_stand3d,fly,2023-02-15,-626.0,18.91,-1.38
loss<-1500_stand3d,fly,2023-02-16,-9.0,18.23,-0.28
loss<-1500_stand3d,fly,2023-02-17,-88.0,20.17,-2.0
loss<-1500_stand3d,fly,2023-03-14,-333.0,26.52,-0.7
loss<-1500_stand3d,fly,2023-03-15,-308.0,23.73,1.76
loss<-1500_stand3d,fly,2023-03-16,-1596.0,26.14,-1.1
loss<-1500_stand3d,fly,2023-08-07,260.0,17.1,-0.42
loss<-1500_stand3d,fly,2023-08-08,-523.0,15.77,-0.7
loss<-1500_stand3d,fly,2023-08-09,1095.0,15.99,0.03
loss<-1500_stand3d,fly,2024-04-10,-553.0,14.98,0.74
loss<-1500_stand3d,fly,2024-04-11,-546.0,15.8,-1.46
loss<-1500_stand3d,fly,2024-04-12,1105.0,14.91,-1.2
loss<-1500_stand3d,fly,2024-06-03,-1566.0,12.92,0.15
loss<-1500_stand3d,fly,2024-06-04,-1631.0,13.11,1.18
loss<-1500_stand3d,fly,2024-06-05,-158.0,13.16,-0.02
loss<-1500_stand3d,fly,2024-07-01,-786.0,12.44,0.62
loss<-1500_stand3d,fly,2024-07-02,-306.0,12.22,0.51
loss<-1500_stand3d,fly,2024-07-03,750.0,12.03,0.54
loss<-1500_stand3d,fly,2024-09-03,545.0,15.0,-0.16
loss<-1500_stand3d,fly,2024-09-04,-646.0,20.72,-0.3
loss<-1500_stand3d,fly,2024-09-05,397.0,21.32,-1.73
loss<-1500_stand3d,fly,2025-01-14,-1396.0,19.19,1.83
loss<-1500_stand3d,fly,2025-01-15,67.0,18.71,-0.21
loss<-1500_stand3d,fly,2025-01-16,-496.0,16.12,1.0
